ETH-Ask,ETH-Bid,ETH-Last,BTC-Ask,BTC-Bid,BTC-Last,BCH-Ask,BCH-Bid,BCH-Last,LTC-Ask,LTC-Bid,LTC-Last,BSV-Ask,BSV-Bid,BSV-Last,XMR-Ask,XMR-Bid,XMR-Last
142.24096737,141.30689943,142.38154159,3848.21861605,3838.18503537,3838.18503537,167.99161349,167.32896098,167.32896098,32.31280929,31.90000018,32.32849761,90.23555233,88.9706283,90.23555231,48.57146828,48.13261104,48.31296073
142.37422986,141.86471607,141.5957686,3856.5937947,3846.58456288,3853.51943342,168.27428363,167.32896172,167.32896098,32.31003326,31.90250708,32.00000001,90.23555233,88.97063364,90.23555231,48.57146783,48.08977317,48.31296073
143.04445177,142.76,142.374,3860,3856.59,3856.59379467,168.44262798,167.32896173,167.32896098,32.43314492,31.98490185,32.00000001,90.23555233,90.23555231,90.23555231,48.57146783,48.08977384,48.31296073
143.22,142.83,143.03,3868.72042216,3860,3858.29000006,169.1346,167.80998699,167.32896098,32.43324662,32.07678944,32.00000001,90.23555233,90.16391771,90.23555231,48.82581384,48.08977763,48.571469
143.01973266,142.8,142.72999997,3868.33318015,3865.22,3865.22087765,169.99999992,168.56870197,169.41,32.41444933,32.07809413,32.00000001,90.23555233,90.23500003,90.23555231,48.82581384,48.08978223,48.571469
143.29,143.07,143.29,3865.21999997,3855.65116314,3865.22,169.99999992,168.61479846,169.99999992,32.4332465,32.08244373,32.00000001,90.98915818,90.15788597,90.62864504,48.93614999,48.08978759,48.82581384
144.5,144.41,144.44,3871.58656119,3862.31497666,3866.18806493,170,168.69696442,169.99999988,32.43324662,32.10131865,32.00000001,90.96374653,90.15788654,90.62864504,48.89752104,48.45910817,48.45910799
135.6,135.46000001,135.92000001,3714.53580615,3701.85417965,3723.2720978,163.95761013,161.99532519,163,31.47336516,31.1971943,31.48678061,90.68110115,87.66569439,87.66569437,47.40690577,46.53990001,46.75770007
132.5,132.46,132.5,3677.33654033,3669.79504412,3672.96423369,160.37010155,158.7861486,160.37010159,30.18990205,30.10247,30.18990205,89.64062259,86.31245562,86.5,46.68760209,46.18311603,46.75770007
134.74999995,134.43,134.43,3703.58066014,3693.19012761,3693.1901276,161.52300013,159.86377214,159.67345993,30.62550156,30.27917103,30.68163338,87.71999864,86.15472787,86.00000009,46.96218333,46.18311813,46.91534013
134.68896,134.33,134.22,3708.48470012,3699.96543375,3708.48470012,161.43762639,159.58445858,161.43763296,30.37051472,30.01386739,30.40088525,87.719996,86.15473103,86.1547298,46.580383,46.11475334,46.11475334
134.67,134.34,134.16,3711.59932071,3703.2004932,3711.59932071,162.20785895,161.00000005,159.62020863,30.73871422,30.15788267,30.37051472,87.71999351,86.41851075,86.1547298,46.52127068,46.03013355,46.52127045
133.39,133.12,133.12,3710.77437436,3706.95444015,3706.95444015,161.42763891,160.35110406,160.66365928,30.6229327,30.22061874,30.37051472,87.7199908,86.41851375,86.1547298,46.58244784,46.23771708,46.58244784
129.11,128.85,129.81711483,3674.59361678,3655.47000003,3655.47000001,157.08612159,155.46454018,157.08612177,29.85663699,29.63541749,29.63511451,86.41851071,85.24278213,86.41851075,46.23645783,45.6236706,46.12087296
130.89,130.49000003,130.43,3700.833553,3698.92390574,3698.92390574,158.35003146,157.08612134,157.46079954,30.43024204,30.0216288,30.15224726,87.71998736,85.32802534,85.24278214,46.5324391,45.62367415,46.59802035
131.00999997,130.62,131.01,3701.18383573,3695,3699.32902431,158.77128795,157.52681093,157.46079958,30.42844015,30.04055444,30.42844015,87.68735507,85.65621153,85.24278214,46.57494128,46.06148165,46.59802035
131.80688077,131.47,131.14,3702.28334518,3692.67935465,3694.78404978,158.77128788,157.71834235,157.71834229,30.44785745,30.04948454,30.42844015,87.0256,85.7863577,85.24278214,46.69826073,46.11424288,46.59802035
131.83,131.47,131.85,3701.44497152,3692.35788331,3705.46905131,159.50215867,158.10676953,158.77,30.44785745,30.14766762,30.42844015,87.02559748,85.78635808,85.24278214,46.66447098,46.23900182,46.59802035
131.62,131.28000001,132.26,3701.41214127,3692.35788331,3703.46,159.50213869,158.11737598,158.10676953,30.44785753,30.26661198,30.44785753,87.0255947,85.78635832,85.24278214,46.66851044,46.23900182,46.59802035
131.62,131.27,131.78,3707.58773281,3696.97256743,3704.53052049,160.60887448,158.93090404,159.50214455,30.56547609,30.3133447,30.52622299,87.19993107,85.78635861,85.24278214,46.69326605,46.08047558,46.59802035
131.66570854,130.77805622,131.51,3697.75816605,3686.68795643,3689.7949063,160.54227634,159.28571813,160.86947642,30.5771749,30.31697864,30.31612871,87.12781339,85.78635927,85.24278214,46.56281043,46.14715799,46.59802035
131.5,131.24,131.22,3698.49550416,3688.70233381,3687.52818917,160.40480218,158.89810319,160.54220113,30.57717479,30.3191339,30.31612871,86.89688516,85.78635945,85.24278214,46.46824911,45.96722244,46.59802035
131.22,130.9,131.22,3696.73821415,3687,3687.54,160.21467618,158.89810387,160.54220113,30.62683944,30.32711583,30.376933,86.89688512,85.78635945,85.24278214,46.44420489,45.86756736,46.59802035
131.3,131.04,131.33999994,3698.14250492,3690,3695.00564513,160.21452959,158.68198959,160.54220113,30.48742174,30.24956238,30.376933,86.71889076,85.91440555,85.24278214,46.57594509,45.86756905,46.59802035
131.86,131.49,131.86,3703.47747291,3693.54171791,3700,160.21436938,158.84691551,160.54220113,30.4874219,30.2539531,30.25367559,86.79376688,85.91440658,86.79376688,46.62211904,45.8675739,46.59802035
132.05,131.74,131.5,3707.58773282,3700.31304391,3706.40081257,160.08155628,158.84774332,160.54220113,30.5656231,30.26079881,30.25367559,87.7199999,85.91440916,86.79376688,46.62211901,45.86758017,46.59802035
132.12,131.83,132.2505378,3710.12915214,3702.17842895,3710.12915217,160.08150902,159.20881288,160.54220113,30.630452,30.27777324,30.25367559,87.71999727,85.91441104,86.79376688,46.70646265,45.8675866,46.59802035
131.94499998,131.62,132.2505378,3710.12915214,3699.9414437,3709.38113394,160.08146452,159.20881299,160.081,30.61649729,30.38735957,30.65990561,87.71999487,85.91441144,86.79376688,46.69742627,46.5,46.59802035
132.28,131.94,132.02999999,3718.02827763,3709,3719.32736728,160.5056147,159.3622112,160.5056147,30.61649729,30.50000027,30.65990561,87.71999219,85.91441229,86.79376688,46.78277889,46.30000113,46.30000032
132.32,132.11,132.26,3717.75810072,3709.00000001,3709.00000001,160.93733375,159.76488472,160.5056147,30.61649727,30.50000096,30.65990561,87.71998954,85.91441407,86.79376688,46.85638611,46.30000131,46.30000032
132.23499998,132.19,132.33999997,3717.54399164,3710,3717.54399164,160.93719131,159.79008232,160.93729846,30.66012425,30.50000188,30.65990561,87.71998687,85.91441481,86.79376688,46.85638611,46.30000303,46.30000032
132.26999999,132.22,132.33999997,3717.7581007,3709.00000001,3709.00000001,160.93716502,160.0021257,160.93729846,30.71518855,30.50008777,30.65990561,87.30373526,85.91441481,86.79376688,46.88049361,46.54662209,46.30000032
131.40999997,131.01,131.49,3711.99457899,3701.50370729,3702.78926008,160.44225005,159.20881291,160.93729846,30.71499562,30.36383285,30.5,87.30373037,85.91440603,85.91441481,46.77856546,46.45098081,46.30000032
