ETH-Ask,ETH-Bid,ETH-Last,BTC-Ask,BTC-Bid,BTC-Last,BCH-Ask,BCH-Bid,BCH-Last,LTC-Ask,LTC-Bid,LTC-Last,BSV-Ask,BSV-Bid,BSV-Last,XMR-Ask,XMR-Bid,XMR-Last
131.26,130.96,131.62,3709.81297219,3702.78926009,3702.78926008,160.39088266,159.20881291,160.93729846,30.56542566,30.36477555,30.5,87.3037244,85.91440603,85.91441481,46.85764629,46.4185358,46.8
132.02,131.75,132.02,3713.97556887,3706.0271055,3717.16,160.1982103,159.20881305,160.93729846,30.64498117,30.36709728,30.59264232,87.30371782,85.9144061,85.91441481,46.92691369,46.51660649,46.8
131.88,131.56,131.54,3713.97556887,3706.0271055,3713.97556887,159.86784754,158.94845914,160.93729846,30.64498102,30.41811673,30.59264232,86.86549265,85.91440613,85.91441481,46.78289408,46.37755943,46.8
131.9,131.72,131.72,3713.97556861,3706.02710556,3706.02710556,160.04574491,159.1249626,160.93729846,30.74346779,30.56752925,30.69901451,86.86549265,85.91440613,85.91441481,46.95415702,46.5410788,46.8
132.02,131.72,132,3716.20898271,3708.47686193,3708.46489675,160.72867733,159.14000879,160.93729846,30.85704496,30.74346779,30.74346779,86.86549265,85.91440617,85.91441481,46.8975168,46.41002113,46.8
131.84999997,131.6,131.72,3712.70216359,3703.28107159,3706.0271055,160.05674975,158.95161134,159.9211572,30.67802377,30.46626468,30.74346779,86.54561651,85.91440617,85.91441481,46.8975162,46.4221683,46.8
131.82,131.55,131.725,3712.74199509,3705.00000058,3712.74199523,160.63159511,159,159.9211572,30.69632658,30.4675533,30.66171107,86.65097157,85.91440617,85.91441481,46.84828109,46.44202128,46.8
132.27,131.96,132.27,3712.7419951,3705.85218888,3712.74199504,160.63152769,159.02053957,160.63155524,30.68422537,30.46862464,30.65382517,86.65097136,85.91441481,85.91441481,46.84828126,46.47147327,46.8
132.075,131.97000001,132.27,3712.7419951,3706.64304095,3712.74199507,160.63143572,159.02062297,160.63155524,30.85704421,30.47653118,30.65382517,86.62438515,85.91441481,85.91441481,46.84828123,46.47147399,46.8
132.18,132.07,132.18,3715.14769618,3709.06199458,3715,160.34359788,159.02063905,160,30.85704296,30.48773173,30.65382517,86.53537099,85.91441481,85.91441481,46.84828123,46.51889777,46.8
132.74,132.49,132.49919321,3720.19938775,3710.80384471,3720.19,160.40097978,159.36361077,160,30.85704353,30.50077248,30.65382517,86.53537082,85.91441486,85.91441481,46.91981877,46.53921778,46.8
132.47,132.18,132.74,3717.90677626,3710.76562956,3720.19938769,160,159.39523014,160,30.85704203,30.51372084,30.65382517,86.53537082,85.91441486,85.91441481,46.91981877,46.56268045,46.8
132.52999997,132.18,132.74,3716.44141831,3710.76562957,3716.44141831,160.58638768,159.39523001,160,30.85704363,30.55219037,30.65382517,86.53537082,85.91441488,85.91441481,46.91981877,46.56268045,46.8
132.57,132.33,132.435,3716.4414184,3710.94253813,3716.44141837,160.41406124,159.24982083,160,30.85704363,30.59279618,30.65382517,86.53537082,85.91441489,85.91441481,46.78007941,46.42859333,46.8
132.56999991,132.27,132.50249998,3720.83997974,3711.00000001,3716.4414184,160.41406109,159.51484694,160,30.85704207,30.59312629,30.65382517,86.53537083,85.91441489,85.91441481,46.7423266,46.42118869,46.8
132.28999997,132.18,132.32,3717.85513545,3711.00000001,3711,160.37508701,159.26350052,160,30.85704001,30.59312715,30.65382517,86.53537082,85.91441488,85.91441481,46.75685448,46.39799845,46.8
132.06999994,131.86,131.95999998,3714.03471667,3711,3711,159.91766171,159.02063887,160,30.85703361,30.59312899,30.65382517,86.53537082,85.91441481,85.91441481,46.71864557,46.39799857,46.8
131.84,131.53,131.95999998,3707.2587986,3699.00000001,3699,159.28871159,158.28906551,158.9484593,30.82285711,30.4670376,30.65382517,86.53537082,85.91441481,85.91441481,46.68416943,46.21480432,46.8
131.71999997,131.49,131.57,3707.25879862,3700,3705.92725,158.99497416,158.1,158.9484593,30.80622093,30.43214059,30.65382517,86.27389107,85.91441481,85.91441481,46.50923496,46.17966122,46.8
132,131.72,131.72,3707.25879862,3700.00000012,3700.00000012,159.03368766,158.01786303,158.99497418,30.79909496,30.47956146,30.4332069,86.27389107,85.91441481,85.91441481,46.43101213,46.17966128,46.8
131.93,131.59,131.71999997,3706.33736148,3706.33736139,3700.00000012,158.8867458,158.01786299,158.99497418,30.79909331,30.48326548,30.4332069,86.2433205,85.91441481,85.91441481,46.43101213,46.17966127,46.8
131.51999998,131.25,131.39,3706.33736145,3700.00000013,3706.11283177,158.11724373,157.41745735,158.99497418,30.76962805,30.35360718,30.4332069,86.24332039,85.91441481,85.91441481,46.37267345,46.17966121,46.8
131.69,131.47,131.58,3707.25879874,3702.71440026,3702.71440024,158.33563125,157.41745747,158.99497418,30.7663966,30.42997495,30.4332069,86.18889927,85.91441481,85.91441481,46.46015517,46.17966121,46.8
131.845,131.69,131.845,3715.31934868,3707.26000002,3707.92999995,158.91276403,157.41751375,158.99497418,30.75732144,30.39272626,30.4332069,86.18889916,85.91441481,85.91441481,46.8942997,46.17966141,46.8
131.88,131.75,131.75,3715.31934868,3707.26000015,3715.31934868,158.55977706,157.43270206,158.34498572,30.75195181,30.4346649,30.4332069,86.18889906,85.91441481,85.91441481,46.46995709,46.17966204,46.8
131.63,131.26000001,131.445,3707.26000015,3707.26000014,3707.26000014,158.55977671,157.43270214,158.34498572,30.58954717,30.47661055,30.4332069,86.18889906,85.91441481,85.91441481,46.43860949,46.17966121,46.8
132,131.99,131.7,3719.35164381,3710.39611648,3717.0502477,159.10415935,157.63633026,158.34498572,30.68525933,30.56469994,30.4332069,86.18889906,85.91441481,85.91441481,46.55010435,46.25747372,46.8
132.37,132.23,132.09,3718.34201241,3714.30922692,3718.34201241,159.7648848,158.61016088,158.34498572,30.78437091,30.61108247,30.4332069,86.58455518,85.91441483,85.91441481,46.6418631,46.32227414,46.8
132.56999997,132.26,132.41,3718.34201241,3712.58454085,3718.34201238,159.76488477,159.00976594,158.34498572,30.78437083,30.64739567,30.4332069,86.54788681,85.91441487,85.91441481,46.64186306,46.30657246,46.8
132.30999997,132.06,132.56999997,3718.34201233,3711.94247855,3718.34201238,159.76488461,158.72824884,159.76488466,30.78437082,30.58553199,30.4332069,86.54788679,85.91441487,85.91441481,46.6418626,46.3,46.8
132.26999992,132.13,132.26999992,3715.61342876,3713.61887729,3713.61887721,159.76488469,158.79801761,159.76488469,30.74878566,30.58553303,30.4332069,86.54788679,85.91441487,85.91441481,46.4735326,46.3,46.8
133.135,132.92,132.92,3728.0040369,3720.46230915,3720.8399798,160.25557774,158.92865538,159.90273921,30.80704004,30.63406111,30.78068678,86.61376981,85.91441487,85.91441481,46.73699465,46.38854543,46.47353261
133.135,132.93,133.135,3732.6702992,3723.94711378,3726.82087913,160.21483123,158.92868581,159.90273921,30.89391463,30.72787591,30.857045,87.07086726,85.91441524,85.91441481,46.71392351,46.36738216,46.47353261
133.135,132.94,132.7444,3731.08674511,3721.49653303,3728.08164539,160.09623759,158.92868642,160.21483119,30.87815745,30.65755493,30.857045,87.03749105,85.9144153,85.91441481,46.69452163,46.30139343,46.47353261
133.13,132.84,132.93,3736.81724254,3727.0484549,3731.08674509,160.11806098,158.92868686,160.21483119,30.89391468,30.7595354,30.6796441,86.93402404,85.9144153,85.91441481,46.65313295,46.30329777,46.47353261
133.39,133.09,133.43,3738,3727.56644381,3736.81724254,159.87173488,158.92869629,160.21483119,30.99345163,30.78506856,30.89391471,86.93402404,85.91441539,85.91441481,46.68474584,46.38181804,46.47353261
133.78,133.38,133.8,3745.43493802,3734.99870348,3735.71568426,159.82809248,158.80615779,160.21483119,31.01394469,30.82000011,31.03907806,86.93402363,85.91441571,85.91441481,46.77610261,46.48827882,46.47353261
133.63999997,133.33,133.41999997,3741.94567475,3732.23547546,3739.00360687,159.72317887,158.56311509,160.21483119,30.97955147,30.79689848,31.03907806,86.93402363,85.99842041,85.91441481,46.61190948,46.44322083,46.47353261
133.22,132.88,133.41999997,3736.56762084,3727.07589224,3739.00360687,159.77851286,158.57,160.21483119,30.97955138,30.75814762,31.03907806,86.93402363,85.99842052,85.91441481,46.73968777,46.40595192,46.47353261
133.09999997,132.78,132.98,3732.48279366,3724.5015386,3739.00360687,159.43194227,158.57000014,160.21483119,30.91502667,30.71995268,31.03907806,86.93402277,85.9984206,85.91441481,46.57561162,46.30139349,46.47353261
132.91,132.6,132.73999998,3728.45630825,3719.24723149,3720.84605582,159.43194191,158.57000011,160.21483119,30.87144487,30.71995279,30.71995279,86.73977079,85.9984206,85.91441481,46.57561156,46.30139349,46.47353261
132.98176201,132.65,132.65,3734.97988304,3731.24,3734.97988301,159.43194178,158.57000022,160.21483119,30.87144477,30.71995279,30.71995279,86.73977079,85.9984206,85.91441481,46.59206564,46.30376675,46.47353261
132.92999997,132.62,132.67,3732.27584533,3724.27059231,3725.47251024,159.2723382,158.57000011,160.21483119,30.84122659,30.71995279,30.71995279,86.73977079,85.9984206,85.91441481,46.55904419,46.32492143,46.47353261
133.21,132.89,133.01,3730.90266133,3725.01885391,3730.90266133,159.12925638,158.57000011,160.21483119,30.84122659,30.69650801,30.71995279,86.73977079,85.9984206,85.91441481,46.55904419,46.32510839,46.47353261
133.35,133.04,133.01,3733.67164553,3727.98059601,3733.67164553,159.08162688,158.57000011,158.57000011,30.90803906,30.72231284,30.71995279,86.73977058,85.9984206,85.91441481,46.64946203,46.40625025,46.47353261
133.18249993,132.97,133.07,3732.61731181,3725,3733.67164553,158.90549099,157.29852363,158,30.87286912,30.72231314,30.71995279,86.73977038,85.9984206,85.91441481,46.63107236,46.30910696,46.47353261
133.42999997,133.2,133.07624996,3733.67164556,3727.95535602,3726.19894618,158.80481178,157.52028276,158.90546658,30.90491655,30.72231359,30.71995279,86.73977038,85.9984206,85.99842059,47.3213539,46.91248737,46.66770117
133.32999992,132.99,133.07,3733.67164556,3726.93477315,3726.19894618,158.52942799,157.41074747,158.90546658,30.8878922,30.70780879,30.71995279,86.73977038,85.9984206,85.99842059,47.47207774,47.11213546,47.3213539
133.07,132.89,132.89,3733.60163052,3725.00000003,3729.73531547,158.47880793,157.26751726,157.26751726,30.87231466,30.70780916,30.71995279,86.73977038,85.9984206,85.99842059,47.4276711,47.11213921,47.3213539
133.07,133.03,133.07,3733.67164553,3725,3729.73531547,158.73519599,157.26752446,157.26751734,30.88789222,30.72831424,30.71995279,86.68278781,85.9984206,85.99842059,47.50178187,47.119613,47.3213539
133.115,133.1,133.19,3733.67164553,3726.42912112,3733.67164553,158.59220734,157.26755209,157.26751734,30.88789214,30.72831698,30.71995279,86.68278781,85.9984206,85.99842059,47.49858446,47.1420099,47.3213539
133.20999997,132.86,133.04,3728.34581379,3718.75604878,3728.34581379,158.71805313,157.26761971,157.26751734,30.88789199,30.67078993,30.71995279,86.66404214,86.16404214,85.99842059,47.26395049,46.88042243,47.3213539
133.22999997,132.95,133,3728.58746945,3717.42496423,3728.34581379,158.0788469,157.3,157.26751734,30.80848455,30.6467855,30.71995279,86.4054351,86.16404214,85.99842059,47.09622575,46.80710752,47.3213539
133.22999997,132.94,133,3728.58746945,3717.42496426,3728.58746945,158.0788469,157.3,157.26751734,30.79746778,30.62921189,30.71995279,86.47661548,86.16404214,85.99842059,47.12740414,46.77264505,47.3213539
133.20999999,133.16,133.06,3733.67164553,3722.71133447,3731.45108655,158.39325316,157.3,157.26751734,30.90290322,30.65311685,30.71995279,87.09932696,86.33043258,85.99842059,47.21091894,46.77264549,47.3213539
133.62,133.54,133.52526375,3733.67164556,3728.05046695,3733.67164556,158.19383777,157.3,157.26751734,30.96023718,30.70169371,30.71995279,87.36591711,86.57138928,87.23890575,47.38900902,47.05933464,47.3213539
133.69999998,133.5,133.88999997,3738.64359199,3728.90073552,3728.90073562,158.040631,157.3,157.26751734,30.8473709,30.7016937,30.71995279,87.21057789,86.57138928,87.23890575,47.31596291,46.96472459,47.3213539
133.59,133.5,133.5,3736.67321061,3725.80000001,3736.67321061,157.82874065,156.29824321,157.26751734,30.78600522,30.60411819,30.7016937,87.26125292,86.57138939,87.2105779,47.28686256,46.92909557,47.3213539
133.53749998,133.5,133.5,3735.5432138,3725.8,3736.49999997,157.55444651,156.29826656,157.55446195,30.78600519,30.60370798,30.7016937,87.26125282,86.57138957,87.2105779,47.35253843,46.92909562,47.3213539
133.31,133,133.34000001,3731.73668204,3725.8,3736.49999997,157.32728645,155.94614321,157.55446195,30.74313557,30.57135992,30.7016937,87.06342537,86.50405031,87.2105779,47.26380214,46.92909529,47.3213539
133.17999996,132.83,132.76999999,3731.30739952,3725.8,3725.8,157.2272553,155.94618203,157.55446195,30.71117825,30.56842817,30.7016937,87.06342536,86.36484297,87.2105779,47.21300177,46.92909532,47.3213539
133,132.83,132.87,3732.53637981,3725.8,3732.53637981,157.22725502,155.94621437,157.55446195,30.7277904,30.57714039,30.7016937,87.06342536,86.36484297,87.2105779,47.36799554,46.92909544,47.3213539
133,132.84,132.96,3730.93091549,3719.46343091,3725.8,157.14399546,155.94627744,157.55446195,30.7277904,30.55146653,30.7016937,86.9062476,86.36484297,87.2105779,47.15639132,46.92909529,47.3213539
132.83999995,132.54,132.96,3727.40322474,3716.82264185,3725.8,157.07076943,155.94627757,157.55446195,30.72779015,30.51205781,30.7016937,86.9062476,86.36484297,87.2105779,47.04894461,46.61086851,46.92909529
133.27238382,132.94,132.94,3730.1,3725.00000006,3732.14985416,157.35423498,156.27364846,157.55446195,30.7277904,30.6136836,30.7016937,86.90624764,86.36484298,86.90624764,47.34959596,46.91360848,46.68428614
133.25499986,133.09,133.25499986,3733,3726.25163693,3733,157.42826507,156.27373791,156.27373791,30.75177572,30.6336836,30.7016937,86.90624764,86.36484298,86.90624764,47.16973442,46.78079947,46.91360831
132.93499995,132.58,133.25499986,3728.99507069,3723.23191071,3728.99507069,157.29999999,156.82148313,156.27373791,30.7164632,30.57844406,30.7016937,86.90624762,86.36484298,86.90624764,46.93000172,46.5636926,46.91360831
132.745,132.59,133.25499986,3733.13056836,3723.79044341,3731.91008659,157.64837462,156.82148312,156.27373791,30.71646315,30.60844406,30.7016937,86.90624762,86.36484298,86.90624764,47.25882212,46.88769585,46.93000192
132.89985432,132.6,132.76,3731.76821325,3723.79044362,3730.03951801,158.06550802,156.82148312,156.27373791,30.71646315,30.60844406,30.7016937,86.90624764,86.36484298,86.90624764,47.23810139,46.91830764,46.93000192
132.86,132.57,132.71,3731.48017799,3729.98758592,3729.98758592,158.06541467,156.82148312,156.82148312,30.7036576,30.60844406,30.7016937,86.90624761,86.36484298,86.90624764,47.18721453,46.83411592,46.93000192
132.85,132.61,132.58,3728.1320216,3723.2319107,3723.2319107,158.06533671,156.82148312,156.82148312,30.70365757,30.60844406,30.7016937,86.90624757,86.36484301,86.90624764,47.12963933,46.78746561,46.93000192
132.74,132.62,132.73,3726.93908781,3723.7865,3723.2319107,158.06525205,156.82148312,156.82148312,30.70365755,30.60844406,30.7016937,86.90624757,86.36484302,86.90624764,47.10762718,46.78746561,46.93000192
132.77999999,132.62,132.73,3729.85203624,3723.2319107,3725.58402218,157.99993457,156.27373808,157.99994283,30.73147934,30.60123996,30.7016937,86.90624757,86.29881967,86.90624764,47.10762459,46.81254179,46.93000192
132.94,132.61,133,3729.84433414,3723.2319107,3725.58402218,157.99983014,156.27373808,157.99994283,30.73147931,30.59389317,30.7016937,86.90624757,86.29881968,86.90624764,47.10762458,46.81254182,46.93000192
132.89,132.59,132.905,3730.64775272,3720.43897552,3723.2319107,157.99973139,156.27373791,157.99973815,30.73123302,30.59389317,30.7016937,87.00409854,86.29881968,86.90624764,47.45121338,46.9872244,47.17826458
132.95999997,132.62,132.71,3731.21670748,3720.43897552,3731.21670751,157.9996454,156.27373792,157.99973815,30.77243381,30.63389378,30.7016937,87.00409854,86.29881969,86.90624764,47.47936116,47.15276263,47.17826458
132.82,132.55,132.71,3726.55849204,3720.43897552,3731.21670751,157.41738785,156.27373792,157.99973815,30.74352962,30.59389317,30.7016937,86.95730191,86.29881969,86.90624764,47.2518625,46.84215726,47.17826458
132.92,132.71,132.71,3730.13467115,3720.43897558,3728.86485247,157.41728887,156.27373792,157.99973815,30.72413911,30.59389351,30.7016937,86.89641427,86.29881969,86.90624764,47.30964539,46.91301286,47.17826458
132.81,132.71,132.71,3729.24817886,3721.00000009,3721.00000006,157.41720666,156.27373793,156.27373793,30.72413903,30.63389378,30.7016937,86.83433202,86.29881969,86.90624764,47.2482465,46.90413724,47.17826458
132.85,132.76,132.81499997,3729.43163935,3721.00000028,3721.00000028,157.41710721,156.27373791,156.27373791,30.72413911,30.63389378,30.7016937,86.7974475,86.29881969,86.90624764,47.31445967,46.95552209,47.17826458
132.32620918,132,132.23241837,3723.08204584,3720,3720.43897552,157.41702011,156.27373791,156.27373791,30.75550742,30.58389378,30.7016937,86.5768967,86.00539501,86.90624764,47.14791576,46.64724981,47.17826458
132.04,131.905,132,3727.18808891,3720,3725.590773,157.41694467,156.27373791,157.416947,30.75550536,30.58389378,30.7016937,86.57689671,86.00539502,86.90624764,47.31194271,46.9126821,47.14841964
131.655,131.6,131.6,3723.28673926,3720,3724.77537448,157.41685406,156.27373791,157.416947,30.70669059,30.58389378,30.7016937,86.53096993,85.91441483,86.90624764,47.41033992,47.092452,47.14841964
135.26,134.9,135.65,3756.47527939,3751.41031999,3754.04404821,161.56478181,158.1777419,158.06546697,31.41555475,30.93759266,31.07771356,87.47500839,85.91441572,86.90624764,47.72741473,47.3497568,48.00529991
134.79,134.44000001,135.28,3755.97106614,3747.71888098,3756.47527942,159.59222177,158.17778915,158.06546697,31.30842289,30.96768562,31.07771356,87.47500803,85.91441484,86.90624764,47.66525902,47.10375766,47.10375719
135.12,134.38711222,134.9,3760.48355233,3749.22555777,3756.47527942,159.24983986,157.82066835,158.05908106,31.30833554,30.96813511,31.07771356,87.47500803,85.91441639,86.90624764,47.6652533,47.00138184,47.10375719
135.31,134.91000003,134.91,3756.47527942,3753.99999998,3756.47527942,159.24975764,157.9353392,158.67870802,31.30833328,31.00025397,31.07771356,87.36406299,86.44912931,86.90624764,47.37862454,47.071271,47.10375719
135,134.93331088,134.91,3756.47527942,3755,3756.47527942,158.92733792,158.00000001,158.92733792,31.26256876,31.05925796,31.30833307,87.36406299,86.44912935,86.90624764,47.37862443,47.10512743,47.10375719
136.65799999,135.80000002,136.5,3810.81571389,3804.96581908,3804.96581908,161.49999993,159.74041198,159.67233429,31.57384667,31.26155562,31.35907233,89.09476849,86.75631407,87.72,47.81339989,47.5235928,47.81339989
136.60999998,136.0737967,136.21,3814.26990037,3810.38275495,3817.07761414,162.1753189,160.90000008,161,31.55594215,31.21314167,31.35907233,88.72572579,86.75631756,87.72,47.81339989,47.58389974,47.81339989
135.48087758,135.43986385,135.48966897,3795.508885,3785.10755066,3791.02084832,160.89827489,158.98310792,159.19120571,31.31304304,31.03511753,31.44571027,88.44646162,86.75632071,87.72,47.78838409,47.25938628,47.81339989
136.80999997,136.42600394,136.81,3800.77364128,3795.6343006,3797.71978452,161.35368566,160.03697891,159.19120571,31.47588013,31.17828159,31.38493555,88.44646076,86.75632415,87.72,47.73483842,47.23151838,47.81339989
137.10999995,136.71516281,137.10999995,3806.47163289,3801.31771382,3801.31771382,161.54657004,160.16505566,159.19120571,31.41008529,31.08039647,31.38493555,88.32079687,86.75632875,87.72,47.66410198,47.23151872,47.23151852
136.75470387,136.17697876,136.17697876,3794.12963702,3791.0000002,3792.73739015,160.74385534,159.59350889,159.78919348,31.4100843,31.08774637,31.38493555,88.07945841,86.75633267,87.72,47.66410178,47.23151907,47.23151852
137.11,136.62522423,137.11,3802.50313491,3795.42821128,3803.3030183,161.04656354,159.59350889,160.7438553,31.41008222,31.09312097,31.38493555,88.26343222,87.09972946,87.72,47.65283702,47.23151963,47.23151852
137.00999996,136.69,136.79,3799.0617384,3791.12424638,3797.1338621,160.64401243,159.59350889,159.59350889,31.41008507,31.1007071,31.41008507,88.08428355,87.0997295,87.72,47.75350537,47.42289867,47.23151852
136.47,136.17,136.79,3796.34514937,3791.5,3796.3451494,160.64265951,159.59350889,159.59350889,31.46432858,31.12124922,31.47588023,88.08428355,87.10879037,87.72,47.75350538,47.35193248,47.23151852
136,135.49962994,136,3788.2,3785.20000001,3785.20000001,160,158.89096882,158.89096878,31.37043707,31.12743169,31.47588023,88.08428355,87.13017824,87.72,47.75350439,47.33438335,47.23151852
136.35,135.96779744,136.35,3793.56365998,3788.2,3788.2,160.5,159.23135303,160.49999982,31.4643286,31.17950366,31.43440845,88.08428319,87.13017846,88.08428319,47.74087977,47.33438367,47.23151852
136.44999997,136.22,136.53,3792.0313476,3786.27319658,3792.0313476,160.5,159.77653851,160.5,31.39519943,31.18570204,31.43440845,88.07378627,87.13017863,88.08428319,47.71686104,47.33438479,47.74087977
136.2,135.96,136.53,3790.0136389,3786.20854727,3790.0136389,160.5,159.96272415,160.5,31.3722217,31.18582851,31.43440845,88.07378627,87.13017863,88.08428319,47.71686054,47.33438483,47.74087977
136.33999997,136.09000001,136.09000001,3788.06292369,3785.20000001,3788.06292369,161.1263853,160.09653829,161.12638537,31.41038705,31.18714053,31.36606717,88.03235606,87.13017863,88.08428319,47.69220776,47.33438483,47.74087977
136.33999994,136,136.07,3786.42827286,3785.20000001,3785.80101141,161.07711686,159.9240615,161.12638495,31.41038705,31.27265101,31.27265071,87.92382362,87.13017863,88.08428319,47.6887187,47.30024489,47.69220746
136.52999997,136.24,136.34,3783.67899377,3782.17244566,3783.67899377,160.64555417,159.83000001,161.12638495,31.46729021,31.27271127,31.27265153,87.92382298,87.13017863,88.08428319,47.65763688,47.31000004,47.69220746
135.65,135.487,136,3781.92299729,3776.0000002,3776.00000019,160.50215181,159.83,161.12638495,31.44395502,31.27275465,31.27265153,87.92382298,87.13017863,88.08428319,47.63594441,47.33,47.69220746
135.9,135.59,136,3783.15748096,3774.78264913,3783.15748096,160.19889927,159.77653846,159.83,31.44085402,31.27275543,31.27265153,87.92382017,87.13017863,88.08428319,47.81635247,47.44,47.63594381
135.9,135.84,135.815,3785.34508377,3776.77324958,3782.67834514,160.64002373,159.50227085,159.77653846,31.44085402,31.27275571,31.27265153,87.7773403,87.13017828,88.08428319,47.72264575,47.44,47.63594381
136.85999998,136.43,137.41050002,3793.78695694,3788,3794.01,161.69693829,160.15475871,161.12638537,31.51473519,31.27797059,31.27265153,88.00911554,87.13017849,88.08428319,47.78852254,47.45000017,47.63594381
136.71999994,136.54,137.41050002,3795.30532443,3788,3788,161.37145389,160.15480688,161.26031122,31.53249627,31.28723767,31.57384661,88.00911554,87.13017849,88.08428319,47.75112083,47.45000017,47.63594381
137.27,137.05,137.41050002,3793.20751906,3788.20536273,3793.20751906,161.57649865,160.15487341,161.26031122,31.60686071,31.29779082,31.29556253,88.00911531,87.13017849,88.08428319,47.73414202,47.45000017,47.63594381
137.28548133,136.83,136.83,3793.20751906,3786.16139905,3790,161.32694894,160.15480252,161.26031122,31.54749863,31.30432948,31.29556253,88.00911531,87.13017849,88.08428319,47.69999991,47.45000017,47.63594381
137.2854812,136.83,136.83,3796.51740172,3785.48644991,3796.51740172,160.95428514,160.15480244,161.26031122,31.60686073,31.30637668,31.29556253,87.97459506,87.13017849,88.08428319,47.64535174,47.38924889,47.38924889
137.36103588,136.83,136.83,3802.74137112,3793.21884511,3792.27225144,160.90495373,160.15480244,161.26031122,31.60686068,31.32244021,31.29556253,88.04289951,87.13017838,87.13017834,47.64999962,47.38924889,47.38924889
137.54177402,136.83000002,136.83,3802.87925675,3792.43606888,3802.87925681,160.2633654,159.30405499,160.15480244,31.58638994,31.5,31.29556253,88.0428991,87.13017838,87.13017834,47.60846174,47.38924889,47.38924889
137.2955025,136.89,136.83,3800.51295399,3790.95403918,3802.87925681,160.07126893,159.30405505,160.15480244,31.57360426,31.32808756,31.5,88.0428991,87.13017839,87.13017834,47.64999997,47.38924889,47.38924889
135.81184624,134.91193029,134.44200851,3792.68260669,3781.32821581,3778.05409399,159.99235796,158.00603351,159.30405507,31.45829214,31.10008105,31.29334226,88.04289892,87.13017847,87.13017834,47.64999831,47.1000004,47.38924889
135.87099129,135.10000001,135.00000011,3785.10048676,3781.03922155,3781.43038145,159.99235746,158.02119683,158.00606211,31.39999994,31.2,31.29334226,87.7911324,87.13017858,87.13017834,47.59999954,47.10000149,47.38924889
135.89504799,135.45000002,135.40000001,3785.10048676,3778.27854827,3778.27854827,159.72313216,158.27380135,158.00606211,31.45828977,31.112262,31.2,87.2,87.13017872,87.13017834,47.54204963,47.12173994,47.38924889
135.89504796,135.45000007,135.45000007,3787.9893,3777.82245361,3789.12959848,159.86509637,158.49232494,158.00606211,31.43652754,31.11480155,31.2,87.63026081,87.13017883,87.63026084,47.44757681,47.00000042,47.38924889
136.42600392,135.95000001,136.05000002,3802.64740634,3793.98643556,3793.98643556,160.73809711,159.17536017,160,31.51629286,31.13782554,31.11535958,87.95152934,87.13017894,87.63026084,47.52051519,47.01135778,47.39643307
137.36102466,136.45588702,136.42600392,3808.87925678,3805.8051054,3804.02290735,161.19811915,159.43116843,160,31.51629352,31.2022482,31.11535958,88.24209767,87.1301795,87.95152951,47.65,47.14479351,47.39643307
136.73823845,136.42600392,136.73823845,3799.3898355,3789.67502127,3795.45014124,161.1930798,159.69697323,161.42785842,31.59010803,31.24389812,31.11535958,89.08428022,87.13018289,87.95152951,47.69871657,47.2740897,47.65
134.65454088,134.17481555,134,3743.99999995,3741.72590881,3744,158.6495861,157.20400153,157.00000722,31.10450951,30.84155387,30.84099029,88.21603836,86.06843083,87.13017839,47.12659675,46.6778135,46.42983515
134.65454088,134.1947375,134.00000003,3757.78651498,3750.47490121,3747.99330264,159.21289252,157.77110517,158.243,31.14397791,30.85312512,30.84099029,87.9809791,86.35468201,87.13017839,47.30196438,46.70261571,47.30196676
134.72199998,134.5,135.13472773,3760.73241677,3750.97346665,3756.64264659,158.75550843,158.243,158.243,31.16339016,30.85462309,30.84099029,87.98098036,86.44557997,87.13017839,47.30196119,46.62232051,47.30196676
135.03921107,134.4,134.944,3756.4676328,3747.94375659,3754.91455031,158.64142423,157.77110517,158.243,31.16335313,30.84098175,30.84099029,87.82370414,86.44558258,87.13017839,47.15818933,46.62232329,47.30196676
135.73107647,134.39461407,135.03921108,3767.7113724,3758.42646362,3766.88139496,159.17239181,157.79168759,158.243,31.16335126,30.89173704,31.16335269,87.82369761,86.44558532,87.13017839,47.25015311,46.77251517,47.30196676
135.89504796,135.01879493,134.98729955,3774.17952633,3764.38568149,3769.00916239,159.66406193,157.79168804,158.98765309,31.32122553,30.89513711,31.16335269,87.78570773,86.54619855,87.13017839,47.78309917,46.82876584,47.30196676
135.5,135.01879565,135.5,3777.3730873,3770.88322501,3765.77538102,160.035168,158.74415142,158.98765309,31.32004352,30.94176534,30.89685348,87.78570182,86.54620122,87.13017839,47.34224135,46.93339505,47.30196676
135.5,135.01879657,135.25939806,3777.48983331,3771.19040821,3775.52765858,159.70299466,158.53346679,158.98765309,31.31003011,30.94559279,30.89685348,87.75987031,86.56604208,87.13017839,47.34224095,46.93339579,47.30196676
135.83444344,135.5,135.5,3775.09288697,3768.30951179,3771.19040822,159.394214,158.25803186,158.98765309,31.30999956,30.99762789,31.31003005,87.75986404,86.56604494,87.13017839,47.34224095,46.93339641,47.30196676
136.42343595,135.50000066,136.42343594,3789.47376517,3782.66454939,3782.66454939,160.02840101,158.59423712,159.39423804,31.30999999,31.00129705,31.31003005,87.72095412,86.56604772,87.13017839,47.59219521,46.93339938,47.30196676
